input,is_pd_id,split
A2HKVFZFB30DSP,yes,train
B002V02TAG,yes,train
B001394400,no,train
&iwip6aY51B1,no,train
B005GX0I5I,yes,train
AXCV06BLF17RZ,yes,train
A2M7I59W4FL4YT,no,train
A3T8C6GE0RPKWY,yes,train
AWTXRTP8595A7,yes,train
"Great, RVAY4",no,train
P0or Quev!r,no,eval
6UO2MP3W4G,no,train
A2ZF7PGU7Q3BMQ,no,train
best algae she,no,train
%t was JZJ818,no,train
A3KOAIRG0CC0NR,yes,train
all ready revi,no,train
B0048B622C,yes,train
AQIA0T)y!delic,no,train
A3T3286Z4C9ISQ,yes,train
A1T6RG!pro,no,train
AU4DZNDIVS8W0,yes,train
Pan9a 22IX9G92,no,train
AQXFH6ISSKXV6,no,train
AUV4BP*O9I,no,train
A2I44P41SIED8N,yes,eval
B002U5A7QA,yes,train
A1MN61ZVJVZLQN,yes,train
B0000ICLLS,yes,eval
A3ORKP567W3O64,no,eval
A2MZPF0ICE7QKC,yes,eval
ASKNXYJZAY6HY,yes,train
A2L358AAPPKRA2,yes,train
AYOQ047P4412G,no,train
AEZ9Y1P2QUFJR,yes,train
B0002XIB6K,no,train
A3E0UIAid Go,no,train
B0004cat tre,no,train
"Whoa, strong!",no,train
AFFZX44P6QF8H,yes,eval
I Love Ravika ,no,eval
Less travel bu,no,train
Not 320YR913,no,train
AT0SURIU2YPMO,no,train
B005Een0 ta,no,train
B000XEYUO0,yes,eval
B001FA1H74,yes,train
Another hit wi,no,train
ASOCMTV498OX1,yes,train
27 goodapol,no,train
A30RDPQMNFVSLO,yes,train
B005XEOTJQ,yes,eval
B0070EXNKS,yes,train
Odd product,no,train
chocolate from,no,train
A2E053Z90IOZ8U,yes,train
B006QG51B0,yes,train
AVZB9SGVE1APF,no,train
A2QB7W2UQXOMYG,yes,train
B005ZFTV0K,yes,train
A13ZS7EELPGO60,yes,eval
A2DF0DEQEG5N9O,no,train
B001UQAN5A,no,train
3ingdom7OJ71ZV,no,train
A23ERRX3FO3M1N,yes,train
A1TWT9I0TF15T4,yes,eval
B002AQLOAM,yes,train
A1ENGZXNJFHT8G,yes,eval
A189IBVMP58YW6,yes,train
^1L*55S4OW,no,train
A1YTVI0I5SUKOJ,yes,train
B000Gthem but,no,train
ADNT1HCLO60ZL,no,eval
A3USW2BMCINSA9,yes,eval
A decent spice,no,train
A3JCGZ6TDN2PC9,yes,train
AJAVQQFMP2CYD,yes,train
Waaay too swee,no,eval
I wouldDRB7*OV,no,train
satisfactory,no,train
A23MQOPB7I5CAJ,no,eval
A3CI7B0XQ3QPQ7,yes,train
A215P63er7i,no,eval
A3FDC39LZSVY8J,no,train
B000EY38NI,no,eval
A1T6QWFP3DN90C,yes,train
ABFZXDBHKA9QM,yes,train
A2P6NLNCVDJ3W5,no,train
A1663E4E2X2FMB,yes,eval
My puppy's fav,no,train
ACEDJO9J18HKQ,yes,train
B000633ZA8,no,train
A3G1WG2H1X1L7K,yes,train
A3Q5CXZ74AZWQV,no,train
ACNSBLA6ALS9B,yes,train
A3JQQZDCYY,no,train
B002TP7QQU,yes,train
A1118GOLAT6UA7,no,train
20048ZT3EX50,no,train
A1S11BH6E3WGBN,no,eval
A3O6GZLY2N1SCJ,no,train
They drlavo+,no,train
Paradise Tropi,no,train
B000KGRLA6,yes,eval
good seeds but,no,train
This caffeine ,no,train
A3J_JIPAIP7#,no,eval
Great tpy wit,no,train
AVPZCVJ2NW0DO,yes,train
A1NIPTHZ98XA48,yes,train
A3DOFM5ADMLAOS,yes,train
Can highly rec,no,train
B000KNB0RE,yes,train
A1Z9ZTZ5H4M7NA,yes,train
A153VG1Q5NE0HV,no,train
Exactly like f,no,train
A3BNZS067I4Z6L,yes,train
This pickle is,no,train
B006T2S5XW,yes,train
B001BM4SPY,yes,train
116-8QPN$YM,no,train
A22KX7RDT0DOV6,no,train
B00168Q2YS,yes,train
ASFHWIUU91HMD,yes,train
A14BE4N94LAXIA,yes,train
B003KLZV82,yes,train
AXSV94RGBA,no,eval
B002BAFVSI,yes,train
A25OYXHG7O6J1D,yes,train
A1I5UK7MQ5JBUM,yes,train
my K4mcSKZRK,no,train
No sulfur diox,no,eval
A2UP2MW67RZIY1,yes,train
A3FA097FAP8ZUY,yes,eval
good coconut m,no,train
A1DH6VUEMJO7XD,yes,train
AI0G5ENLCTOS6,yes,train
B0007LYEQI,yes,eval
A3SBDPI446D4VA,yes,eval
Grea%esSSC8V_,no,train
A1317WMWD3QAVF,yes,train
A2^C0SYB(V35E,no,train
B000STWOWA,no,train
A2FD3VFNFJ4HLO,no,train
B001M09BHU,yes,eval
A19W9BXE8K17EC,no,train
A17YYKMUEEDP88,no,train
B0002YX8RQ,yes,train
You HAVE to mi,no,eval
B000Ie Mojito,no,eval
A1Y73477DZ188I,yes,eval
A3UCPPUH5HTGTL,yes,eval
A2PXGDU6AS2R,no,train
A2V2YEN30PR5HF,yes,train
A2GFWSA5WUSDMN,yes,train
AYWZF6T8LSTQW,no,train
B001EQ5JAA,yes,train
A1HG82U7GY9531,yes,train
A28BEE0RS8YR4F,yes,train
A1JT9OJTZF3E1O,no,train
A3UDZB790AR4J2,no,train
Amazing aroma.,no,train
"ok, but a bit ",no,eval
A100DH9JEUS993,yes,train
I like the way,no,train
31OR4STP73J5O,no,eval
A1JWRE24PI51HS,yes,train
A1K8EHEAXDFXFN,yes,train
AF601KE47YWNC,yes,eval
This stuff las,no,eval
AT70DA1JDEZ57,yes,train
A2I52ZB4o hi*,no,train
A3JXX31Z9KUPZ1,no,train
Too mild and t,no,train
Tasty and deli,no,eval
LOVE  ar58OK,no,train
B0009nt9yeast,no,eval
B0046H8NL6,yes,train
1271813JDY,no,train
A1LT6OYLUP1U83,yes,eval
A1CRH5SAVS1Q5E,yes,train
A2DFAJ9I0G3JLO,yes,eval
A2G6QX4CNG0L86,yes,train
B0(0Vas Pecti,no,train
A9ESBS6Q6P5OH,yes,train
A1NV6ZAPB7OQPO,yes,train
this is a very,no,eval
A2H93S4NT5H8AJ,yes,train
Love PBUHE,no,train
A3USGDUZJ8YGEN,yes,train
Bes99prFXTYTG,no,train
A3RXU8LF2FC,no,eval
1atisfyds ,no,eval
A2IL8GDDPLA5E2,yes,train
A343M4F1F4MMHA,yes,train
A1NVXLGO739N7Z,no,train
ANQH9LBGKAM3M,yes,train
"Thank you, Rie",no,train
A1M8L933LCJIK6,yes,eval
AH5D6905VBVVI,yes,train
1266192000,no,train
B004MLZ6K6AV,no,eval
A2FASJQQ57I8NZ,no,eval
A4XN8M2T93V8J,yes,train
DO NOT BUY! Bo,no,train
A2VF79Zdy che,no,train
A3N4V7X3OHE6IH,yes,train
A3CEEF17YFZLLD,no,eval
AKIRKYAXT6134,yes,eval
Pretty Fantast,no,train
Worthy 8+C,no,train
A230Q6PBBH78AF,yes,train
Not fMJAUM@2S3,no,train
Very Gummy Whe,no,eval
A2AR2MTR%0F2,no,train
ATU3ULH1VKWU1,yes,train
A35RUI3XLLDO27,yes,train
No Aspertame,no,train
A35QXCM88F9QR3,yes,train
Sprinkle Sandw,no,train
A1VLR4Y4DT5X7X,yes,train
A32O5FZH994CNY,no,train
A14MY0LIF8IPRK,yes,train
ALYEOMFXGHUDM,yes,eval
A2HWIZ1OX24ZHK,no,eval
11587SYI8M*9,no,eval
B002Y0XJ48,yes,eval
ARKHMZTMD7J2T,yes,eval
Claim victory ,no,train
"Sweet, salty, ",no,eval
A186XX2MTR80PE,yes,train
A1DZVBM6GRDQNA,yes,eval
ANNVZLQF9EI0U,yes,train
Not enough glu,no,train
AAMLBV5VJLC5D,yes,train
A1PSOT8I4FCI97,yes,train
SPLENDID ROBUS,no,eval
AN36Y7X1CPU2V,yes,train
A2VL760S6ZZLQI,yes,train
Dirty Bottles,no,train
A352DXW9RS42K3,no,train
caught me off ,no,train
B000LRHMQW,no,train
A2DO62ETK9FEHU,yes,train
A3GB91FPW6E22A,yes,train
A2T6HFLJ35VLEE,no,train
AE3VN0FO9F4GW,yes,train
A2YZI1D6RBO962,yes,train
A3541Z048VSMFV,no,train
A2VPLT6G49NURH,yes,eval
"APCF1S OK,",no,train
AXP1XIRWECTAG,yes,train
A25UKWVVAIQII4,yes,train
Citric Acid Cr,no,train
1177459200,no,train
ACKM1L27NN4AO,yes,train
A2P4Y1QH2LT12C,yes,train
A2SUFIIV7VBXO,yes,eval
A1VB5317PGCD8Z,yes,eval
Turned my choc,no,train
#oc-R7J3WU9V5Z,no,train
AFFIMOKIENRN1,yes,eval
A3KXKYV8DKNC8K,yes,train
B004BJ8F26,no,eval
A3ATAVI6E59I5D,yes,train
Bold bu4IU3*,no,train
A3F0UMDFRUXFY2,yes,eval
B004Oious! 0D,no,train
ARG2SXX77APRQ,yes,train
AY8CPUENCNT1O,yes,eval
A2N00R2GUK4THC,yes,train
AH09PULJAQFIB,no,train
A1E1HB8X7DP6N,no,eval
A2F7BNXHYPSTB3,yes,eval
A3DCHIBFCSPHUD,no,eval
B006RYMGQ5,no,train
A15JB2HEZ6RKGW,yes,train
All Water Is N,no,train
I love U5PF,no,train
A1AJ3BH9XQ8L9F,yes,eval
B000GZW7JG,yes,train
A1YAUUQVT44I5X,no,train
A2YPUETGWLLI5R,yes,eval
Sa6isf% a bit ,no,train
Best C2 for sp,no,train
A3BFYX0@ox Tea,no,train
A2PS4H0PABQYHG,yes,eval
A1J8SESQRBE95G,yes,train
my dog)Fre,no,train
A3W0QDP7A20XGL,no,train
ABTUNH7645QJL,yes,eval
A3FH8U7LYM97,no,eval
B001EPQA22,no,train
A8P3YBAV1SGR0,no,train
A2W71UYJSZUFAN,yes,train
Quite honestly,no,train
A1NQCLAEULUZ4L,no,train
"W@rks,2dds",no,eval
A35WERWSQE980G,yes,train
B006CO TRY EM,no,eval
A1RTEWGA81,no,train
BEST SNFC3X8DQ,no,train
"Garlic,H7G63KK",no,eval
B005DU2S0W,yes,train
A2MYYKUQJDYR5U,no,train
$0030ZE2BR3,no,train
AZXRS8I7SVD8Q,yes,train
A1JG0AQ6AAL3SM,yes,train
A2M9HQSe App,no,train
B00063KHCC,no,train
A1KVCAHP1VEGKR,yes,train
B00024D8RG,yes,train
A16MPD9VRIPOIJ,no,train
A1XVHM5KSBYY04,yes,train
A1U5VS7CFEYZR3,no,train
A2M0H52O6350HM,yes,eval
AGQS39ZDYI1H2,yes,train
A3UY9IJIYO,no,train
B000HQMNC0,yes,eval
B003SWCYX8,no,train
A1J770NFLYLUR7,yes,train
A3QX06FASM6U5,yes,train
B003VN99D2,no,eval
AP62QCAQIS3X3,no,train
Kona coffee po,no,train
A2DTMU48t ,no,train
A20Q5S0od....,no,train
"no bones, plea",no,eval
Zola price is ,no,train
A7XOLMIXZFXDF,yes,eval
A2NUGJFLVQPLA2,no,train
No Beefs With ,no,eval
B003ATKSK0,yes,train
A3KWQ4OH41QW3V,no,train
A1VWRTF3V4DHFE,no,train
AM69UQ7XALGPE,yes,eval
A1M5VICW73E04S,yes,train
Hydrogenated -,no,train
B0010WD2BG,yes,eval
CAPPUCCINO,no,train
B001UJJXYY,yes,eval
A1FBFR5A7HE9G9,yes,train
B008^BJ13TZ,no,train
7istachN1M,no,train
A33F6I5FG1PL2,yes,train
AMJZH0S59KZSL,yes,train
A2PBBFT2P8PN4R,yes,train
A12GFXJU0XEBZO,yes,train
A2KMMF60OBFR56,yes,train
great for whit,no,train
"A37X(2O2e, L",no,train
A2TBDYGX87O08L,no,train
ATDOXXILNLLJT,yes,train
A3ZU59D88MY68,yes,train
B003V0SL3E,yes,train
A3K2GHJQH3PHKU,yes,train
B0018DE18U,yes,train
A2NK0I8NJD5VG0,yes,train
AVZG13UKUPLP9,yes,train
AHY87JGRZCVXO,yes,train
B004QOXZR6,no,train
A1GWI27WA7940M,yes,train
B005MH89ZE,yes,train
A39OOO0od Co3,no,train
A3*FSIJcer =ha,no,train
A1MNILAY3860SC,yes,train
A2LM5ETYY2VB5F,no,train
+ Use Aike Sal,no,eval
A3VTTBGM4SUKL,no,train
Clever little ,no,eval
A1_MGYD421A,no,train
A1D2FH#5L6,no,train
A1051DBTLWP5A2,no,eval
AKVNJT3SCIKXY,yes,train
A2TJ1ZRQK7QC1R,yes,eval
B002MFZDVC,yes,train
A3FZ7DO2V2TCHU,yes,train
T=e)besF8U,no,train
AZVDY4E5WLPQT,yes,train
Great Service ,no,train
A1C8F3GG6J8JQW,yes,eval
A237HC2G91VMCZ,no,train
A33UOIG8ZK2W,no,train
A3TOIJG#6 d,no,eval
ABC02361462UI,yes,train
A20O3A1UDDXQPX,yes,eval
A5L8X0HIQ2JU6,no,train
A2YXH1G054HDLK,yes,train
A755ZGQ6DDVFP,no,train
A1K3%X8al Mo,no,train
B004ZLAWF8,yes,train
@11LEIEI(O,no,train
A1XZ7MN sho8tb,no,train
A2QXPFTACXWV1I,yes,train
A1UCZK3JJ15OB8,no,train
ABWASDKIPYF2D,yes,train
AG7UPJV2IDKTO,yes,train
A2OXB59LT4ONFY,no,train
A3VO644TFQ0YH9,yes,train
A3CKK50I8TCLQT,yes,train
A1YFD190NXP9HS,yes,train
A10P7803Y0YDOS,no,train
A3OHFTU2HVLT!,no,train
B0000U3AQ6,yes,eval
A3U0BPVCIBH6VM,yes,eval
The besikes ,no,train
B000EY1NUS,yes,train
B006GZZCTC,yes,train
A370WRD-e4qu,no,train
2003I l*ke,no,train
PurchasHSG3F,no,eval
AVHR38Food,no,eval
A35IHMMFMTRTBS,yes,train
A1MU3A+62=,no,train
Oh Man! Yummy!,no,train
A2PI64S2JCOR83,yes,train
B008S5G12A,yes,train
B000EY3OIW,yes,eval
A2K3TFNY72T46Z,no,train
A3PRZW1T7YNKFK,no,eval
ARSAI7WDHY6RL,yes,train
B00251GE0M,yes,train
B008EQA2XW,yes,train
A3QKYFU781YTKU,yes,eval
AMCPGM71EFOU7,no,train
Blan8heCU_I,no,train
B005L2HY06,yes,eval
A2BQ1VH3CTQETN,yes,eval
A183ZZOD89H3A2,yes,train
"Best Mints, GR",no,eval
"Awesome tea, d",no,train
B001FB68PY,yes,eval
A18RTEG9VI5BNY,no,train
AYWUB7U79ECQA,yes,train
B0028GWGYW,no,eval
TASTE&Er91P,no,train
8 packa3D$,no,train
A269XSDW46ADN6,no,train
A2V5RTBG5K3TSL,no,train
B000F8EURG,no,train
A2LRW3FQB2QV7T,yes,eval
Mocha is best,no,train
B0006I75TK,yes,train
Terrific for P,no,eval
A2OH84UPL6IX6A,yes,train
Good c1VPS,no,train
A3D4HM9od ,no,train
B002UQG5XN35,no,train
A30RXDQa&t,no,eval
A245G0NZ7ZGR8O,yes,train
A must buy!,no,eval
"My favoresh, d",no,train
2ound! 5DRHD0,no,train
A28G367NTZ5R7P,no,train
A3MUHVT9YE54U7,yes,train
A1EC1KWFRWSAVQ,yes,train
A184IEZ34MS3SI,yes,train
A2KFBCWOCYBYTP,no,train
"A2E(VSEow, goo",no,eval
Just like drin,no,eval
A339PWAD6K1T8Y,no,train
B007OXJL0G,yes,eval
A22UJXWVR31BF1,yes,eval
B0007PL6KQ,yes,eval
Ko(6uchDPY,no,train
A1368SY5CA0LM9,yes,train
A2CND8HXI5RW01,yes,eval
A38OETU3HI8UZ4,yes,eval
AE75D0I2SUPJQ,yes,train
A33QV9JZ8X82HZ,yes,train
A21G0TP92J056V,yes,train
Arrived leakin,no,train
A2Y51MID5KE7OK,yes,train
A2WSE6LXKM1DP8,yes,train
8o%t of5G2,no,train
B001B38CI2,yes,train
lower your cho,no,train
A3V7IX0E2TRYKV,yes,train
B0302TDTAF9F09,no,train
B003ZS2EJE,yes,train
A2FHM1WKDPR4KP,yes,train
Quite a$B$D4,no,train
AL1XM006OKX30,yes,train
B000JSO2AM,no,train
TASTEY AND HEA,no,eval
A2ZDIDGNTVWN6J,yes,train
A1DGUFU4PDSLGO,yes,train
A3U0HHEU5ODDP0,no,train
AADG6XXMQLZH2,yes,train
A1MO23CZT360U7,yes,train
A1GQL8EWLYZG89,yes,eval
AS9T0D57VOR0C,yes,train
B004XHW2C0,yes,train
A3A7FF87LEVCQ1,yes,train
A34EZDCE3SK8CN,yes,train
#ore liCL6,no,eval
B002UQJPZS,yes,train
AC7L448IWKJZV,yes,eval
A(IMB6ZWSYFV,no,train
Best ofDRCQEC,no,train
A real mouth f,no,train
l8vin tng N,no,train
A1HYO99DXCGEP6,no,train
B0017NXULWI4,no,train
A3UGKCIID4IZEW,yes,train
A39K2Q270KYMJT,yes,train
A1E9VLLITETT8K,yes,train
B000F2V)A_TK,no,train
A1MY2TQZ9EBQ9J,no,train
B000JMFCWA,yes,train
B005HGAUZC,yes,train
ta)tet l7k,no,eval
I Love93NE,no,train
Organic Raisin,no,eval
A2Q4A63K4I3189,yes,eval
A3FTVQ0B7IQZDP,yes,train
A1ID9W3IHSAD69,yes,train
SaparklKP8,no,train
A3I6PLBBWG2XFY,yes,train
A1V66)4CH4,no,train
Good Price But,no,train
It's A Balance,no,train
B000GQ02YC,no,train
B0046LH85Y,yes,eval
A5CVR2GPPY28R,yes,train
B005GSHTP0,yes,train
A2N40TMKB7CUTY,no,train
B00152OXGE,yes,train
arizona pomegr,no,train
AZH9X9KDUPJ7H,yes,train
B005J8U6P2,no,train
AQ8BN06TLDY8Z,no,train
A35T5C4i# s,no,eval
A24F1UX8ZT5IXY,yes,train
B0039VN5LI,yes,eval
WonderfBGCM,no,train
B004AVEHLS,no,train
A2T5ZKBARKRGJE,yes,train
AL1HK3YPJM74,no,train
A22W9913SUC44F,yes,train
A3BLUY6SK1GY4E,no,eval
AZZ6D6EV3FL8V,yes,train
KIND snack bar,no,train
A littlN7WFT9,no,eval
"Very good, for",no,train
AC3Q0L78CEK0U,yes,train
A1JW87VCHM,no,eval
AKVTQU1WHTAHX,yes,eval
A3KZ7OH4VRL048,no,train
Good &aQ8U,no,train
Really good Gl,no,train
B000QSMSXS,yes,train
O9ivioolon+,no,train
A1OWTK8HOZBU0W,yes,train
A3H9NAOF62WM9,no,train
B0051OL8IS,yes,train
B0043GZW6Y,yes,train
A12TYHM4836T5R,no,train
A280L394T3Z48S,yes,train
Did Not Work f,no,eval
ADX0OP5C8DX1T,yes,eval
B0018L8XPE,yes,train
"Java, jYAY",no,train
AGZ2G35LO6C3G,yes,train
Healthier Subs,no,train
A317QVLD7KJY,no,train
B002JGBBWY,yes,eval
A2Q4TQZZID6E4E,yes,train
A1L9MV4AOQ7QE5,yes,train
B00540CW66,yes,eval
A3AJGUB55SN4HP,yes,train
A2GDREZ4I4I75V,no,train
ATSN78F9M1X66,no,train
AEIC1DWLR95IL,yes,train
A19NRV2YJRTEX0,yes,train
Bul8do)LUS768,no,eval
A3DYU8BOFVW5BQ,yes,train
Good deal and ,no,train
B000CQ6LJQ,yes,train
A1JITU6TZYVMXL,yes,train
B004ULX6FQ,yes,eval
Good dog chew,no,train
A2H8Q7AYXA4JM8,yes,train
A5XTYRHBFW0,no,train
A311CO5R0DR1I4,yes,train
B008EG58V8,yes,train
A3KK1RIEFDP0BY,no,train
A1TPZKPNLAUX1C,yes,train
A1LB5AS8CGKWQN,yes,train
A28983BKE45R1M,yes,train
AE9YQAE3FPDM0,yes,train
MARUCHAN INSTA,no,train
ADOAAWL7TUG3E,yes,train
A2JCRMAQALYF12,yes,train
A1J541IZNNTNWK,no,train
A1U6EO3TYYMTT2,yes,train
APX38Oree o_#,no,train
A1C-YK^&y is A,no,train
how can waterm,no,eval
4% GOOSbi in t,no,train
Romano cheese?,no,eval
A1MYA050CM,no,train
A2AAYV7QEJFWT0,yes,train
8toppedZBA,no,train
They were melt,no,eval
A2RLR9XKCV,no,train
A2W01YENXX04P,yes,eval
AB864L16XKSE2,no,train
A2TXHG9O3F3S0I,no,train
A2HU4GQVYY,no,train
A2V8G6HQ0ULG21,yes,train
B004H0TUAK,yes,eval
Deeeeeeeeelish,no,train
ASWQHCBXTTMKR,yes,train
A1L2Z6P3G8HPUF,no,train
B004UB6HHU,no,train
The Cla30SP,no,train
B004NPPRU0WYF,no,train
A3NVT29UOVRI2D,no,train
A1S2KZOEN1CQL5,yes,train
Best Grass Kit,no,train
AO4N0D70500FH,yes,eval
B001EQ5HXY,yes,eval
APEELAPXJKVX2,no,train
AOSHMYTYMB9OX,no,eval
A6561NCPE1D3A,yes,train
grea3arian,no,train
A3F8L10VJ896FO,no,train
AAW9ZM7G78WAK,no,train
Great 9AQF4RJ,no,train
A139O66R7A0QMV,yes,eval
B00444X8MU,yes,train
Ae8o 4D8ZPH,no,train
AUW3FD go50,no,train
A1X2GCJP8K30CO,no,train
A2U87X5XZDW1G,no,train
Mocha AA1Q,no,train
APYKEZ7TTIBXF,yes,eval
A3AUSKRTH4QC50,yes,train
A1H12PR9YUE0OB,no,train
A1KUELEOOYF0KA,yes,train
"#M2, itHSO",no,train
A2DQ1S9H67YO3F,yes,train
A2UP16AH8O,no,train
A2BI8390N0S75Q,no,train
A3HQKIJ6ZFQB87,yes,train
A39TZYBY2NQVSZ,yes,train
AH5DXNB5U2N0M,yes,eval
A10FYHY0S0J384,yes,train
A3F0IH7hie,no,train
B00290W9S17,no,train
A3U54QK5MD02C5,yes,train
A1KR550NDCG5QC,yes,train
A23KDA686N6T4Y,no,train
A224M5U25WRUS4,no,train
A gr5at3DU,no,train
A2762R407Z5GLJ,yes,train
Like Melinda's,no,train
B000L986QTQ,no,train
A1H2EZUKQ0V6CP,yes,eval
A1M3LM4NJ8IWT9,yes,train
_31FMWX5CP,no,train
A1D5HXL3AJ4Y7E,yes,eval
AKSY4AKCMKXIW,yes,train
B00279QF1A,yes,train
A3750DSRZSH6TE,no,train
A1VXZ6OXG1R2GS,yes,train
ta5ty f.. No2M,no,train
A2GA7EQWTHXNAT,yes,train
A36OP55DVALPB2,yes,train
9poiled22E,no,train
A2G0LDLGXKQFYP,no,eval
A2TVXS7SFOXBRO,yes,train
A2DOTCG7SAW49H,yes,train
B003Q4TY18,yes,train
A1FPVH9IVQVY5Z,yes,train
AQP0NZQT7WCG8,yes,eval
B003VTN7AC,yes,train
cheesecake pud,no,eval
A2RSOTM38VKFQ,yes,train
A2AJLW2V6QKSYC,yes,eval
A188JOXWF4EY1R,no,train
A21SBYLF8KFDHO,yes,train
02STVJZt Pum,no,eval
B005JStar Cand,no,train
AH0JMSV9JJ1FP,yes,train
A1BLRPPW22O0O0,yes,train
B003B3OKF4,yes,train
Buster asty S,no,train
B003UT0POA,no,train
A3H89R19DALIKV,yes,train
A1ZK6OF6NFRU8X,no,train
ABXKP2NAO80LY,yes,train
A1OJP1Kh t,no,train
A3EAMZH03JKI1M,yes,train
B0000E2T6F,yes,eval
A25GOIAEGW32WR,yes,train
A210PDN R9,no,train
A2XUR31NIZFYIK,yes,eval
A1FWJPC1B5PKII,yes,train
A232XMLa&a T,no,train
Ap5icotYMR,no,train
B008OJ3N5S,yes,eval
A1P%X81Awfull!,no,train
A1X22A9VZKB2I8,no,train
A2JO2N97YNCD5N,yes,train
E7celle^ one,no,train
A1Q49GDUA4X81R,yes,train
A2LFJS82CC1BTW,no,eval
the bes6PQLD7,no,train
best cZHKE6CH,no,train
A33VN0RZKB,no,train
A76KM4OE7JCWV,yes,train
Mom loves Tull,no,eval
A3MEWOJ3DJYVBK,no,eval
grea3 s2V6R,no,train
A3B36ZBO5DSO6D,yes,train
La Tour69XGURO,no,train
AG7QW8QGOX69K,yes,eval
A9ND4WM5YZN8R,yes,train
A20DCBZ2BCC2FW,yes,train
A3LF5PSUKQ86,no,train
A1AW8EPD2HHFIJ,no,eval
B000PFQKZ4,yes,train
A1QUXYZDINWA51,yes,eval
A35B353AZBCIPN,yes,train
A15JPYV0L19RF,no,train
B0018CLGOI,yes,train
M1ni_raZ96,no,eval
A3MXLFULP45OYW,yes,train
AI2R8J6AEFP0X,no,train
Fas4 meDLAILXV,no,eval
A3T0TIJVIH7JYH,no,train
A3RZN9IFU5D8ZP,yes,eval
A3NCDI8C6DJQVE,yes,eval
A2AHMWY4RG,no,train
The Ultimate A,no,train
Ve#+ stYN6,no,train
AYW26OA87D9EH,no,train
A119YI14W8F5,no,train
A2HDSN4M37CQPH,no,train
A3CBTFO7S9HMH2,yes,train
AOLJFWU5XB3VU,yes,train
A1F09MEA2G,no,eval
B005LXGRAS,yes,train
A2FLLJPDTFW3HG,no,eval
B002LT8D0W,no,train
Ac9dicLJ6K,no,train
A35U5HECYECAZK,no,eval
Absolutt 8ike,no,train
review of revv,no,train
MY Favorite Ne,no,eval
AKOEB8I9BADUC,yes,train
A1DU4Y65JNL33W,yes,train
Good S0nca_e ,no,train
B005534MBU,yes,train
A1RUQQYTPYT5ZK,yes,train
L4sciouDCL35,no,train
Sh8pe lrmicel,no,train
Delicious Whit,no,train
AEKCK7K15IYW2,yes,train
A1PXZ2XJ5M7UAV,yes,train
A1O9EA2S7T76DI,no,train
A^6L#9T94Y,no,eval
A47Z62WKKUXG4,yes,train
A2FT6Q5CW2TPUM,yes,train
A2JIH7UKHSSRMM,no,train
A1N8KGFY1T6FN,no,train
"Great, but ...",no,train
Still not the ,no,eval
A3J8AM7WLGS2V9,no,train
A2PWAJU3DGITY1,yes,train
AG11C3T2IZEG9,yes,train
A1B5GFTG0OW8XV,yes,eval
A1EQA2ZBTYEEM4,yes,eval
A1B655VDSWX4OH,yes,train
A1JPH)E can go,no,eval
A3B8TBXXCM3VWP,yes,train
A37U1PR2DJXOX4,yes,train
ARRINXMQMRJQP,no,eval
Re3ber 7d7,no,train
A18X2ZFNPJFPQE,yes,train
A6EQS32TZBNP9,no,train
Why on QJ4,no,train
better Spo,no,train
This isr9 ha=,no,train
A2XK2KOQR4GGXZ,no,train
A2QTRQFNS5AV15,yes,train
A34Q7WUK7OA1KQ,yes,train
A littlD89V8M,no,train
A1I97NQ9V2B9S6,yes,train
B007RAM1FI,yes,train
A3388KHFJG3IE9,yes,train
Ginger drink m,no,train
B000J4CMUS,no,train
A3691BH0Q1PR5D,yes,train
A3SQICIS9VTTCP,yes,train
stevia lemon d,no,train
A1LAA06GMFCFWI,yes,train
A2ZHMDQCZFS7S,yes,train
A30Y1VQBQP32ZU,no,train
A3NA42NUR1D,no,train
No Pumpkin Spi,no,train
Now they overp,no,train
A23ZYWGZM9PEEF,yes,train
A1IHJB0UL9R03J,yes,train
50015V48F2019,no,eval
AJI15HAGHGCT,no,train
GREAT yogurt,no,train
B000HQOREW,yes,eval
A3MGPZV3QOVT8B,no,train
ARB3YFDMCA7EC,no,train
APQ95LMSKYHP7,yes,eval
A14GTAMJ11AOLR,no,train
Highly Nutriti,no,train
A1TXQ6BNI3,no,train
AJ60S0derful ,no,train
B4029ONTA7,no,train
B001HXLSUU,yes,train
Teas=ee Bear,no,train
A165PNMNW5EDSP,no,train
A326BMSKB0P4BK,yes,eval
Good0foJH3,no,train
A2O9HU1YC0DQ9,no,eval
Swiss Bliss,no,train
AKA5WWUFRVMYC,yes,eval
B001WROTOI,yes,train
A1FH9KEVZ178CD,yes,train
A3DCV8101BAWST,yes,train
A39H6BG8D7VMX4,yes,train
A1UO2KCEV1U,no,eval
B004IJJQK4,no,train
A12T93V03PV9T1,yes,train
A33DSDTOG3LAQ3,no,train
A3D20LGNTTKSMM,yes,train
B000FVDWU4,no,train
Poo3 S(WVE,no,train
A2CY3LQR3F646A,yes,eval
A1NGSLEITFZ31J,yes,train
A268L9SYID9YBK,no,train
A1PLZR1JYNQQ-,no,train
A3W43ERLDOJUQQ,yes,eval
AXQLPFZY34SUF,yes,train
Has a dAnd Lux,no,train
Scam or Mispri,no,train
B0002XIC4Q,yes,train
A23VLI2ASN0UKK,yes,train
La0ts fOBQ,no,eval
Blueberry coff,no,train
Ultimate Blend,no,train
A3872KOGQZ49PG,yes,train
AHBB8III0WGUH,no,train
